name_folder,name,class_predict,date_registration,bbox,registrations_id,registration_class,count,max_count,flag,link
1,Im_0011796.jpg,Bear,2020-07-23 09:04:21,0 509 765 1501,registration 000003 1.0,Bear,1.0,1.0,0 days 00:26:34,1/IMG_0053.JPG
1,Im_0011866.jpg,Bear,2020-07-23 09:04:24,0 453 738 1500,registration 000003 1.0,Bear,1.0,1.0,0 days 00:26:34,1/IMG_0054.JPG
1,Im_0011828.jpg,Bear,2020-07-23 09:04:54,906 320 2048 1366,registration 000003 1.0,Bear,1.0,1.0,0 days 00:26:34,1/IMG_0055.JPG
1,Im_0011830.jpg,Bear,2020-07-23 09:04:57,1066 368 2048 1368,registration 000003 1.0,Bear,1.0,1.0,0 days 00:26:34,1/IMG_0056.JPG
1,Im_0011791.jpg,Bear,2020-07-23 09:05:00,1014 378 2046 1368,registration 000003 1.0,Bear,1.0,1.0,0 days 00:26:34,1/IMG_0057.JPG
1,Im_0011877.jpg,Bear,2020-07-23 10:07:48,1057 476 2046 1405,registration 000004 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0061.JPG
1,Im_0011817.jpg,Bear,2020-07-23 10:07:51,773 276 2048 1441,registration 000004 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0062.JPG
1,Im_0011824.jpg,Bear,2020-07-23 10:07:54,784 317 2048 1457,registration 000004 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0063.JPG
1,Im_0011803.jpg,Bear,2020-07-23 17:36:17,1693 452 2048 1258,registration 000005 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0070.JPG
1,Im_0011800.jpg,Bear,2020-07-23 17:36:20,725 438 2008 1349,registration 000005 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0071.JPG
1,Im_0011825.jpg,Bear,2020-07-23 17:36:23,666 346 1940 1344,registration 000005 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0072.JPG
1,Im_0011809.jpg,Bear,2020-07-23 20:14:00,0 870 405 1500,registration 000006 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0073.JPG
1,Im_0011798.jpg,Bear,2020-07-23 20:14:03,0 434 722 1493,registration 000006 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0074.JPG
1,Im_0011858.jpg,Bear,2020-07-23 20:14:06,0 401 860 1496,registration 000006 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0075.JPG
1,Im_0011871.jpg,Bear,2020-07-24 10:39:48,737 445 2048 1394,registration 000007 1.0,Bear,1.0,1.0,0 days 00:00:36,1/IMG_0079.JPG
1,Im_0011856.jpg,Bear,2020-07-24 10:39:51,736 385 1794 1396,registration 000007 1.0,Bear,1.0,1.0,0 days 00:00:36,1/IMG_0080.JPG
1,Im_0011819.jpg,Bear,2020-07-24 10:39:54,665 441 1804 1398,registration 000007 1.0,Bear,1.0,1.0,0 days 00:00:36,1/IMG_0081.JPG
1,Im_0011843.jpg,Bear,2020-07-24 10:40:24,88 492 1501 1501,registration 000007 1.0,Bear,1.0,1.0,0 days 00:00:36,1/IMG_0082.JPG
1,Im_0011820.jpg,Bear,2020-07-24 17:26:34,221 377 1058 1504,registration 000008 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0088.JPG
1,Im_0011812.jpg,Bear,2020-07-24 17:26:37,346 453 1090 1501,registration 000008 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0089.JPG
1,Im_0011811.jpg,Bear,2020-07-24 17:26:40,261 576 1082 1497,registration 000008 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0090.JPG
1,Im_0011807.jpg,Bear,2020-07-24 19:21:31,0 605 802 1498,registration 000009 1.0,Bear,1.0,1.0,0 days 00:01:41,1/IMG_0097.JPG
1,Im_0011810.jpg,Bear,2020-07-24 19:21:34,0 605 810 1501,registration 000009 1.0,Bear,1.0,1.0,0 days 00:01:41,1/IMG_0098.JPG
1,Im_0011793.jpg,Bear,2020-07-24 19:21:37,1 520 868 1501,registration 000009 1.0,Bear,1.0,1.0,0 days 00:01:41,1/IMG_0099.JPG
1,Im_0011781.jpg,Bear,2020-07-24 19:22:23,121 582 1276 1501,registration 000009 1.0,Bear,1.0,1.0,0 days 00:01:41,1/IMG_0100.JPG
1,Im_0011847.jpg,Bear,2020-07-24 19:22:26,1156 488 2048 1442,registration 000009 1.0,Bear,1.0,1.0,0 days 00:01:41,1/IMG_0101.JPG
1,Im_0011875.jpg,Bear,2020-07-24 19:22:29,1125 493 2048 1445,registration 000009 1.0,Bear,1.0,1.0,0 days 00:01:41,1/IMG_0102.JPG
1,Im_0011862.jpg,Cat,2020-07-24 19:23:12,1716 421 2048 1494,registration 000009 1.0,Bear,,1.0,0 days 00:01:41,1/IMG_0104.JPG
1,Im_0011823.jpg,Bear,2020-07-25 14:10:30,1 625 554 1500,registration 000010 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0106.JPG
1,Im_0011792.jpg,Bear,2020-07-25 14:10:33,1 372 1032 1453,registration 000010 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0107.JPG
1,Im_0011859.jpg,Bear,2020-07-25 14:10:36,0 425 1048 1461,registration 000010 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0108.JPG
1,Im_0011879.jpg,Bear,2020-07-25 16:32:24,1866 392 2048 1058,registration 000011 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0109.JPG
1,Im_0011835.jpg,Cat,2020-07-25 16:32:27,1656 394 2048 1256,registration 000011 1.0,Bear,,1.0,0 days 00:00:06,1/IMG_0110.JPG
1,Im_0011881.jpg,Bear,2020-07-25 16:32:30,1666 437 2048 1256,registration 000011 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0111.JPG
1,Im_0011836.jpg,Bear,2020-07-25 19:20:35,665 522 2044 1497,registration 000012 1.0,Bear,1.0,1.0,0 days 00:01:21,1/IMG_0119.JPG
1,Im_0011869.jpg,Bear,2020-07-25 19:20:38,754 370 2040 1494,registration 000012 1.0,Bear,1.0,1.0,0 days 00:01:21,1/IMG_0120.JPG
1,Im_0011844.jpg,Bear,2020-07-25 19:21:13,824 640 1584 1501,registration 000012 1.0,Bear,1.0,1.0,0 days 00:01:21,1/IMG_0121.JPG
1,Im_0011789.jpg,Bear,2020-07-25 19:21:16,822 876 1754 1502,registration 000012 1.0,Bear,1.0,1.0,0 days 00:01:21,1/IMG_0122.JPG
1,Im_0011852.jpg,Bear,2020-07-25 19:21:56,1096 673 2048 1502,registration 000012 1.0,Bear,1.0,1.0,0 days 00:01:21,1/IMG_0124.JPG
1,Im_0011874.jpg,Bear,2020-07-25 20:26:10,1 690 632 1493,registration 000013 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0127.JPG
1,Im_0011815.jpg,Bear,2020-07-25 20:26:13,2 620 948 1501,registration 000013 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0128.JPG
1,Im_0011873.jpg,Bear,2020-07-25 20:26:16,69 330 970 1501,registration 000013 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0129.JPG
1,Im_0011818.jpg,Bear,2020-07-25 22:31:24,765 250 1981 1497,registration 000014 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0133.JPG
1,Im_0011783.jpg,Bear,2020-07-25 22:31:27,770 250 1978 1498,registration 000014 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0134.JPG
1,Im_0011787.jpg,Bear,2020-07-25 22:31:30,0 530 1736 1504,registration 000014 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0135.JPG
1,Im_0011867.jpg,Bear,2020-07-26 00:03:20,1410 730 2048 1498,registration 000015 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0136.JPG
1,Im_0011794.jpg,Bear,2020-07-26 00:03:23,990 794 2046 1502,registration 000015 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0137.JPG
1,Im_0011804.jpg,Wolverine,2020-07-26 00:03:26,592 505 1826 1502,registration 000015 1.0,Bear,,1.0,0 days 00:00:06,1/IMG_0138.JPG
1,Im_0011829.jpg,Bear,2020-07-26 05:50:49,0 529 793 1504,registration 000016 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0139.JPG
1,Im_0011854.jpg,Bear,2020-07-26 05:50:52,6 386 1021 1501,registration 000016 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0140.JPG
1,Im_0011802.jpg,Bear,2020-07-26 05:50:55,0 282 993 1501,registration 000016 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0141.JPG
1,Im_0011868.jpg,Bear,2020-07-26 17:15:44,0 456 829 1498,registration 000017 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0154.JPG
1,Im_0011842.jpg,Bear,2020-07-26 17:15:47,0 400 1016 1498,registration 000017 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0155.JPG
1,Im_0011834.jpg,Bear,2020-07-26 17:15:50,0 436 1022 1497,registration 000017 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0156.JPG
1,Im_0011784.jpg,Cat,2020-07-27 07:39:24,1536 206 2048 1460,registration 000018 1.0,Bear,,1.0,0 days 00:00:49,1/IMG_0157.JPG
1,Im_0011839.jpg,Bear,2020-07-27 07:39:27,742 433 2048 1504,registration 000018 1.0,Bear,1.0,1.0,0 days 00:00:49,1/IMG_0158.JPG
1,Im_0011876.jpg,Bear,2020-07-27 07:39:30,730 396 2048 1504,registration 000018 1.0,Bear,1.0,1.0,0 days 00:00:49,1/IMG_0159.JPG
1,Im_0011851.jpg,Bear,2020-07-27 07:40:13,402 34 1148 1498,registration 000018 1.0,Bear,1.0,1.0,0 days 00:00:49,1/IMG_0160.JPG
1,Im_0011863.jpg,Bear,2020-07-27 08:48:31,0 584 922 1500,registration 000019 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0163.JPG
1,Im_0011801.jpg,Bear,2020-07-27 08:48:34,13 548 1294 1504,registration 000019 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0164.JPG
1,Im_0011826.jpg,Bear,2020-07-27 08:48:37,362 653 1517 1501,registration 000019 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0165.JPG
1,Im_0011797.jpg,Bear,2020-07-27 11:39:42,2 592 594 1493,registration 000020 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0166.JPG
1,Im_0011788.jpg,Bear,2020-07-27 11:39:45,0 434 752 1498,registration 000020 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0167.JPG
1,Im_0011821.jpg,Bear,2020-07-27 11:39:48,0 393 914 1504,registration 000020 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0168.JPG
1,Im_0011831.jpg,Cat,2020-07-27 18:50:04,1744 388 2048 1256,registration 000021 1.0,Cat,1.0,1.0,0 days 00:00:06,1/IMG_0175.JPG
1,Im_0011841.jpg,Cat,2020-07-27 18:50:07,1746 393 2048 1254,registration 000021 1.0,Cat,1.0,1.0,0 days 00:00:06,1/IMG_0176.JPG
1,Im_0011832.jpg,Bear,2020-07-27 18:50:10,1749 421 2048 1253,registration 000021 1.0,Cat,,1.0,0 days 00:00:06,1/IMG_0177.JPG
1,Im_0011846.jpg,Bear,2020-07-28 06:53:24,1181 556 2048 1450,registration 000022 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0181.JPG
1,Im_0011799.jpg,Bear,2020-07-28 06:53:27,753 382 2046 1466,registration 000022 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0182.JPG
1,Im_0011861.jpg,Bear,2020-07-28 06:53:30,717 318 2042 1464,registration 000022 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0183.JPG
1,Im_0011872.jpg,Bear,2020-07-28 16:05:19,0 464 833 1498,registration 000023 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0190.JPG
1,Im_0011880.jpg,Bear,2020-07-28 16:05:22,0 409 792 1498,registration 000023 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0191.JPG
1,Im_0011837.jpg,Bear,2020-07-28 16:05:25,206 277 1054 1498,registration 000023 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0192.JPG
1,Im_0011855.jpg,Bear,2020-07-29 06:48:46,2 725 984 1500,registration 000024 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0193.JPG
1,Im_0011822.jpg,Bear,2020-07-29 06:48:49,2 728 1010 1500,registration 000024 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0194.JPG
1,Im_0011849.jpg,Bear,2020-07-29 06:48:52,1 656 1008 1501,registration 000024 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0195.JPG
1,Im_0011845.jpg,Cat,2020-07-29 07:54:28,1 640 562 1493,registration 000025 1.0,Bear,,1.0,0 days 00:00:06,1/IMG_0196.JPG
1,Im_0011806.jpg,Bear,2020-07-29 07:54:31,2 402 953 1496,registration 000025 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0197.JPG
1,Im_0011878.jpg,Bear,2020-07-29 07:54:34,2 365 920 1496,registration 000025 1.0,Bear,1.0,1.0,0 days 00:00:06,1/IMG_0198.JPG
10,Im_0004591.jpg,Roe_Deer,2020-04-20 09:52:24,707 739 1606 2445,registration 000026 1.0,Roe_Deer,1.0,1.0,0 days 00:00:43,10/IMAG0036.JPG
10,Im_0005081.jpg,Roe_Deer,2020-04-20 09:52:24,711 739 1606 2445,registration 000026 1.0,Roe_Deer,1.0,1.0,0 days 00:00:43,10/IMAG0037.JPG
10,Im_0005439.jpg,Roe_Deer,2020-04-20 09:52:24,714 741 1610 2443,registration 000026 1.0,Roe_Deer,1.0,1.0,0 days 00:00:43,10/IMAG0035.JPG
10,Im_0004439.jpg,Roe_Deer,2020-04-20 09:53:07,690 775 1570 2443,registration 000026 1.0,Roe_Deer,1.0,1.0,0 days 00:00:43,10/IMAG0038.JPG
10,Im_0004947.jpg,Roe_Deer,2020-04-20 09:53:07,684 777 1581 2443,registration 000026 1.0,Roe_Deer,1.0,1.0,0 days 00:00:43,10/IMAG0039.JPG
10,Im_0005863.jpg,Roe_Deer,2020-04-20 09:53:07,692 773 1576 2443,registration 000026 1.0,Roe_Deer,1.0,1.0,0 days 00:00:43,10/IMAG0040.JPG
10,Im_0004559.jpg,Roe_Deer,2020-04-20 13:01:40,408 735 1360 2445,registration 000027 1.0,Roe_Deer,1.0,1.0,0 days 00:27:01,10/IMAG0047.JPG
10,Im_0004846.jpg,Roe_Deer,2020-04-20 13:01:40,412 752 1398 2443,registration 000027 1.0,Roe_Deer,1.0,1.0,0 days 00:27:01,10/IMAG0049.JPG
10,Im_0005042.jpg,Roe_Deer,2020-04-20 13:01:40,410 752 1349 2443,registration 000027 1.0,Roe_Deer,1.0,1.0,0 days 00:27:01,10/IMAG0048.JPG
10,Im_0004597.jpg,Roe_Deer,2020-04-20 13:06:07,881 714 1632 1712,registration 000027 1.0,Roe_Deer,1.0,1.0,0 days 00:27:01,10/IMAG0052.JPG
10,Im_0004910.jpg,Roe_Deer,2020-04-20 13:06:07,858 714 1634 1708,registration 000027 1.0,Roe_Deer,1.0,1.0,0 days 00:27:01,10/IMAG0050.JPG
10,Im_0005693.jpg,Roe_Deer,2020-04-20 13:06:07,871 722 1634 1708,registration 000027 1.0,Roe_Deer,1.0,1.0,0 days 00:27:01,10/IMAG0051.JPG
10,Im_0003933.jpg,Mountain_Goat,2020-04-20 13:14:57,864 799 1413 1606,registration 000027 1.0,Roe_Deer,,1.0,0 days 00:27:01,10/IMAG0054.JPG
10,Im_0004529.jpg,Mountain_Goat,2020-04-20 13:14:57,869 799 1423 1604,registration 000027 1.0,Roe_Deer,,1.0,0 days 00:27:01,10/IMAG0055.JPG
10,Im_0005548.jpg,Mountain_Goat,2020-04-20 13:14:57,892 805 1408 1598,registration 000027 1.0,Roe_Deer,,1.0,0 days 00:27:01,10/IMAG0053.JPG
10,Im_0004162.jpg,Mountain_Goat,2020-04-20 13:20:34,867 867 1464 1627,registration 000027 1.0,Roe_Deer,,1.0,0 days 00:27:01,10/IMAG0056.JPG
10,Im_0004165.jpg,Mountain_Goat,2020-04-20 13:20:34,869 869 1455 1629,registration 000027 1.0,Roe_Deer,,1.0,0 days 00:27:01,10/IMAG0057.JPG
10,Im_0005625.jpg,Mountain_Goat,2020-04-20 13:20:34,875 867 1464 1625,registration 000027 1.0,Roe_Deer,,1.0,0 days 00:27:01,10/IMAG0058.JPG
10,Im_0003995.jpg,Roe_Deer,2020-04-20 13:26:32,913 896 1436 1593,registration 000027 1.0,Roe_Deer,1.0,1.0,0 days 00:27:01,10/IMAG0061.JPG
10,Im_0005487.jpg,Roe_Deer,2020-04-20 13:26:32,901 898 1436 1589,registration 000027 1.0,Roe_Deer,1.0,1.0,0 days 00:27:01,10/IMAG0059.JPG
10,Im_0005856.jpg,Roe_Deer,2020-04-20 13:26:32,911 896 1462 1589,registration 000027 1.0,Roe_Deer,1.0,1.0,0 days 00:27:01,10/IMAG0060.JPG
10,Im_0003940.jpg,Roe_Deer,2020-04-20 13:28:41,915 756 1576 1534,registration 000027 1.0,Roe_Deer,1.0,1.0,0 days 00:27:01,10/IMAG0063.JPG
10,Im_0005193.jpg,Roe_Deer,2020-04-20 13:28:41,913 756 1576 1534,registration 000027 1.0,Roe_Deer,1.0,1.0,0 days 00:27:01,10/IMAG0062.JPG
10,Im_0005405.jpg,Roe_Deer,2020-04-20 13:28:41,915 760 1608 1536,registration 000027 1.0,Roe_Deer,1.0,1.0,0 days 00:27:01,10/IMAG0064.JPG
10,Im_0004245.jpg,Roe_Deer,2020-04-20 16:24:08,731 739 1466 1589,registration 000028 1.0,Roe_Deer,1.0,1.0,0 days 00:01:50,10/IMAG0067.JPG
10,Im_0004332.jpg,Roe_Deer,2020-04-20 16:24:08,726 786 1502 1593,registration 000028 1.0,Roe_Deer,1.0,1.0,0 days 00:01:50,10/IMAG0066.JPG
10,Im_0004871.jpg,Roe_Deer,2020-04-20 16:24:08,726 786 1508 1593,registration 000028 1.0,Roe_Deer,1.0,1.0,0 days 00:01:50,10/IMAG0065.JPG
10,Im_0004665.jpg,Roe_Deer,2020-04-20 16:25:03,782 790 1292 1566,registration 000028 1.0,Roe_Deer,1.0,1.0,0 days 00:01:50,10/IMAG0068.JPG
10,Im_0005772.jpg,Roe_Deer,2020-04-20 16:25:03,796 794 1298 1568,registration 000028 1.0,Roe_Deer,1.0,1.0,0 days 00:01:50,10/IMAG0070.JPG
10,Im_0005861.jpg,Roe_Deer,2020-04-20 16:25:03,792 790 1298 1566,registration 000028 1.0,Roe_Deer,1.0,1.0,0 days 00:01:50,10/IMAG0069.JPG
10,Im_0003941.jpg,Mountain_Goat,2020-04-20 16:25:58,896 852 1317 1549,registration 000028 1.0,Roe_Deer,,1.0,0 days 00:01:50,10/IMAG0071.JPG
10,Im_0005186.jpg,Mountain_Goat,2020-04-20 16:25:58,898 858 1319 1547,registration 000028 1.0,Roe_Deer,,1.0,0 days 00:01:50,10/IMAG0073.JPG
10,Im_0005835.jpg,Mountain_Goat,2020-04-20 16:25:58,901 856 1319 1544,registration 000028 1.0,Roe_Deer,,1.0,0 days 00:01:50,10/IMAG0072.JPG
10,Im_0004747.jpg,Roe_Deer,2020-04-21 11:35:07,686 624 1502 1619,registration 000029 1.0,Roe_Deer,1.0,1.0,0 days 00:18:18,10/IMAG0075.JPG
10,Im_0004809.jpg,Roe_Deer,2020-04-21 11:35:07,561 595 1491 1619,registration 000029 1.0,Roe_Deer,1.0,1.0,0 days 00:18:18,10/IMAG0074.JPG
10,Im_0005287.jpg,Roe_Deer,2020-04-21 11:35:07,722 669 1513 1623,registration 000029 1.0,Roe_Deer,1.0,1.0,0 days 00:18:18,10/IMAG0076.JPG
10,Im_0004698.jpg,Roe_Deer,2020-04-21 11:41:33,903 841 1277 1417,registration 000029 1.0,Roe_Deer,1.0,1.0,0 days 00:18:18,10/IMAG0077.JPG
10,Im_0005384.jpg,Roe_Deer,2020-04-21 11:41:33,901 841 1275 1419,registration 000029 1.0,Roe_Deer,1.0,1.0,0 days 00:18:18,10/IMAG0078.JPG
10,Im_0005598.jpg,Roe_Deer,2020-04-21 11:41:33,892 841 1287 1428,registration 000029 1.0,Roe_Deer,1.0,1.0,0 days 00:18:18,10/IMAG0079.JPG
10,Im_0003924.jpg,Roe_Deer,2020-04-21 11:43:17,886 779 1442 1449,registration 000029 1.0,Roe_Deer,1.0,1.0,0 days 00:18:18,10/IMAG0082.JPG
10,Im_0004394.jpg,Roe_Deer,2020-04-21 11:43:17,884 767 1428 1449,registration 000029 1.0,Roe_Deer,1.0,1.0,0 days 00:18:18,10/IMAG0080.JPG
10,Im_0005526.jpg,Roe_Deer,2020-04-21 11:43:17,884 769 1428 1445,registration 000029 1.0,Roe_Deer,1.0,1.0,0 days 00:18:18,10/IMAG0081.JPG
10,Im_0004577.jpg,Roe_Deer,2020-04-21 11:47:49,994 803 1593 1360,registration 000029 1.0,Roe_Deer,1.0,1.0,0 days 00:18:18,10/IMAG0085.JPG
10,Im_0005015.jpg,Roe_Deer,2020-04-21 11:47:49,990 803 1581 1366,registration 000029 1.0,Roe_Deer,1.0,1.0,0 days 00:18:18,10/IMAG0083.JPG
10,Im_0005819.jpg,Roe_Deer,2020-04-21 11:47:49,998 799 1581 1357,registration 000029 1.0,Roe_Deer,1.0,1.0,0 days 00:18:18,10/IMAG0084.JPG
10,Im_0005636.jpg,Roe_Deer,2020-04-21 11:48:38,954 803 1547 1436,registration 000029 1.0,Roe_Deer,1.0,1.0,0 days 00:18:18,10/IMAG0088.JPG
10,Im_0005674.jpg,Roe_Deer,2020-04-21 11:48:38,947 805 1553 1432,registration 000029 1.0,Roe_Deer,1.0,1.0,0 days 00:18:18,10/IMAG0086.JPG
10,Im_0005710.jpg,Roe_Deer,2020-04-21 11:48:38,952 803 1555 1436,registration 000029 1.0,Roe_Deer,1.0,1.0,0 days 00:18:18,10/IMAG0087.JPG
10,Im_0004362.jpg,Roe_Deer,2020-04-21 11:49:55,843 728 1608 1381,registration 000029 1.0,Roe_Deer,1.0,1.0,0 days 00:18:18,10/IMAG0090.JPG
10,Im_0005833.jpg,Roe_Deer,2020-04-21 11:49:55,945 767 1674 1372,registration 000029 1.0,Roe_Deer,1.0,1.0,0 days 00:18:18,10/IMAG0089.JPG
10,Im_0005612.jpg,Roe_Deer,2020-04-21 11:49:56,820 616 1496 1381,registration 000029 1.0,Roe_Deer,1.0,1.0,0 days 00:18:18,10/IMAG0091.JPG
10,Im_0003900.jpg,Roe_Deer,2020-04-21 11:53:25,435 871 1170 2439,registration 000029 1.0,Roe_Deer,1.0,1.0,0 days 00:18:18,10/IMAG0093.JPG
10,Im_0004271.jpg,Roe_Deer,2020-04-21 11:53:25,272 896 1143 2409,registration 000029 1.0,Roe_Deer,1.0,1.0,0 days 00:18:18,10/IMAG0094.JPG
10,Im_0005836.jpg,Roe_Deer,2020-04-21 11:53:25,478 864 1236 2441,registration 000029 1.0,Roe_Deer,1.0,1.0,0 days 00:18:18,10/IMAG0092.JPG
10,Im_0004052.jpg,Roe_Deer,2020-04-22 02:50:32,459 675 1255 1887,registration 000030 1.0,Roe_Deer,1.0,1.0,0 days 00:29:24,10/IMAG0095.JPG
10,Im_0004158.jpg,Roe_Deer,2020-04-22 02:50:32,450 680 1249 1882,registration 000030 1.0,Roe_Deer,1.0,1.0,0 days 00:29:24,10/IMAG0096.JPG
10,Im_0004616.jpg,Roe_Deer,2020-04-22 02:50:32,454 677 1243 1882,registration 000030 1.0,Roe_Deer,1.0,1.0,0 days 00:29:24,10/IMAG0097.JPG
